Case_ID,Customer_ID,Customer_Name,Customer_Country,Customer_Type,Order_Value,Currency,Order_Type,Company_Code,Delivery_Block,Billing_Block,Event_Type,Event_Time,User,Department,User_Type,Object_ID,Object_Type,Event_Category
Order - 1811,,,,,0,,,,,,Create Goods Issue,2024-10-28 12:47:02.000,No user information,,,GI - 000978,Goods Issue is created,Main
Order - 1812,,,,,0,,,,,,Create Goods Issue,2024-10-28 12:54:04.000,No user information,,,GI - 000979,Goods Issue is created,Main
Order - 1814,,,,,0,,,,,,Create Goods Issue,2024-10-29 09:19:16.000,No user information,,,GI - 000980,Goods Issue is created,Main
Order - 1810,,,,,0,,,,,,Create Goods Issue,2024-10-29 09:36:25.000,No user information,,,GI - 000981,Goods Issue is created,Main
Order - 1810,,,,,0,,,,,,Create Goods Issue,2024-10-29 09:36:25.000,No user information,,,GI - 000982,Goods Issue is created,Main
Order - 1858,,,,,0,,,,,,Create Goods Issue,2024-11-04 10:53:15.000,No user information,,,GI - 000983,Goods Issue is created,Main
Order - 1859,,,,,0,,,,,,Create Goods Issue,2024-11-04 10:56:31.000,No user information,,,GI - 000984,Goods Issue is created,Main
Order - 1861,,,,,0,,,,,,Create Goods Issue,2024-11-05 09:13:31.000,No user information,,,GI - 000985,Goods Issue is created,Main
Order - 1878,,,,,0,,,,,,Create Goods Issue,2024-11-07 12:42:13.000,No user information,,,GI - 000986,Goods Issue is created,Main
Order - 0768,,,,,0,,,,,,Create Goods Issue,2024-11-08 09:50:21.000,No user information,,,GI - 000987,Goods Issue is created,Main
Order - 0768,,,,,0,,,,,,Create Goods Issue,2024-11-08 09:50:21.000,No user information,,,GI - 000988,Goods Issue is created,Main
Order - 1876,,,,,0,,,,,,Create Goods Issue,2024-11-12 11:26:16.000,No user information,,,GI - 000989,Goods Issue is created,Main
Order - 1876,,,,,0,,,,,,Create Goods Issue,2024-11-12 11:26:16.000,No user information,,,GI - 000990,Goods Issue is created,Main
Order - 1876,,,,,0,,,,,,Create Goods Issue,2024-11-12 11:26:16.000,No user information,,,GI - 000991,Goods Issue is created,Main
Order - 1876,,,,,0,,,,,,Create Goods Issue,2024-11-12 11:26:16.000,No user information,,,GI - 000992,Goods Issue is created,Main
Order - 1876,,,,,0,,,,,,Create Goods Issue,2024-11-12 11:26:16.000,No user information,,,GI - 000993,Goods Issue is created,Main
Order - 1876,,,,,0,,,,,,Create Goods Issue,2024-11-12 11:26:16.000,No user information,,,GI - 000994,Goods Issue is created,Main
Order - 1884,,,,,0,,,,,,Create Goods Issue,2024-11-12 13:33:18.000,No user information,,,GI - 000995,Goods Issue is created,Main
Order - 1885,,,,,0,,,,,,Create Goods Issue,2024-11-12 13:36:23.000,No user information,,,GI - 000996,Goods Issue is created,Main
Order - 1886,,,,,0,,,,,,Create Goods Issue,2024-11-12 13:39:32.000,No user information,,,GI - 000997,Goods Issue is created,Main
Order - 1863,,,,,0,,,,,,Create Goods Issue,2024-11-13 11:47:11.000,No user information,,,GI - 000998,Goods Issue is created,Main
Order - 1863,,,,,0,,,,,,Create Goods Issue,2024-11-13 11:47:11.000,No user information,,,GI - 000999,Goods Issue is created,Main
Order - 1863,,,,,0,,,,,,Create Goods Issue,2024-11-13 11:47:11.000,No user information,,,GI - 001000,Goods Issue is created,Main
Order - 1863,,,,,0,,,,,,Create Goods Issue,2024-11-13 11:47:11.000,No user information,,,GI - 001001,Goods Issue is created,Main
Order - 1902,,,,,0,,,,,,Create Goods Issue,2024-11-13 11:59:20.000,No user information,,,GI - 001002,Goods Issue is created,Main
Order - 1903,,,,,0,,,,,,Create Goods Issue,2024-11-13 13:02:58.000,No user information,,,GI - 001003,Goods Issue is created,Main
Order - 1906,,,,,0,,,,,,Create Goods Issue,2024-11-15 11:31:34.000,No user information,,,GI - 001004,Goods Issue is created,Main
Order - 1907,,,,,0,,,,,,Create Goods Issue,2024-11-15 11:37:13.000,No user information,,,GI - 001005,Goods Issue is created,Main
Order - 1915,,,,,0,,,,,,Create Goods Issue,2024-11-19 10:01:40.000,No user information,,,GI - 001006,Goods Issue is created,Main
Order - 1916,,,,,0,,,,,,Create Goods Issue,2024-11-19 10:59:05.000,No user information,,,GI - 001007,Goods Issue is created,Main
Order - 1917,,,,,0,,,,,,Create Goods Issue,2024-11-19 11:08:21.000,No user information,,,GI - 001008,Goods Issue is created,Main
Order - 0072,,,,,0,,,,,,Create Invoice,2023-06-28 22:02:00.000,USER - 07897,NULL,Automatic,Invoice - 038,Create Invoice,Main
Order - 0074,,,,,0,,,,,,Create Invoice,2023-06-29 22:08:00.000,USER - 07897,NULL,Automatic,Invoice - 039,Create Invoice,Main
Order - 0075,,,,,0,,,,,,Create Invoice,2023-06-29 22:08:00.000,USER - 07897,NULL,Automatic,Invoice - 040,Create Invoice,Main
Order - 0061,,,,,0,,,,,,Create Invoice,2023-06-22 22:09:00.000,USER - 07897,NULL,Automatic,Invoice - 029,Create Invoice,Main
Order - 0062,,,,,0,,,,,,Create Invoice,2023-06-22 22:09:00.000,USER - 07897,NULL,Automatic,Invoice - 030,Create Invoice,Main
Order - 0063,,,,,0,,,,,,Create Invoice,2023-06-23 22:10:00.000,USER - 07897,NULL,Automatic,Invoice - 031,Create Invoice,Main
Order - 0067,,,,,0,,,,,,Create Invoice,2023-06-26 22:05:00.000,USER - 07897,NULL,Automatic,Invoice - 032,Create Invoice,Main
Order - 0041,,,,,0,,,,,,Create Invoice,2023-06-27 22:00:00.000,USER - 07897,NULL,Automatic,Invoice - 033,Create Invoice,Main
Order - 0069,,,,,0,,,,,,Create Invoice,2023-06-27 22:02:00.000,USER - 07897,NULL,Automatic,Invoice - 034,Create Invoice,Main
Order - 0053,,,,,0,,,,,,Create Invoice,2023-06-19 22:07:00.000,USER - 07897,NULL,Automatic,Invoice - 023,Create Invoice,Main
Order - 0054,,,,,0,,,,,,Create Invoice,2023-06-19 22:07:00.000,USER - 07897,NULL,Automatic,Invoice - 024,Create Invoice,Main
Order - 0059,,,,,0,,,,,,Create Invoice,2023-06-20 22:08:00.000,USER - 07897,NULL,Automatic,Invoice - 025,Create Invoice,Main
Order - 0060,,,,,0,,,,,,Create Invoice,2023-06-20 22:08:00.000,USER - 07897,NULL,Automatic,Invoice - 026,Create Invoice,Main
Order - 0018,,,,,0,,,,,,Create Invoice,2023-06-21 22:00:00.000,USER - 07897,NULL,Automatic,Invoice - 027,Create Invoice,Main
Order - 0041,,,,,0,,,,,,Create Invoice,2023-06-21 22:00:00.000,USER - 07897,NULL,Automatic,Invoice - 028,Create Invoice,Main
Order - 0045,,,,,0,,,,,,Create Invoice,2023-06-09 22:07:00.000,USER - 07897,NULL,Automatic,Invoice - 017,Create Invoice,Main
Order - 0047,,,,,0,,,,,,Create Invoice,2023-06-12 22:05:00.000,USER - 07897,NULL,Automatic,Invoice - 018,Create Invoice,Main
Order - 0034,,,,,0,,,,,,Create Invoice,2023-06-13 22:00:00.000,USER - 07897,NULL,Automatic,Invoice - 019,Create Invoice,Main
Order - 0050,,,,,0,,,,,,Create Invoice,2023-06-13 22:03:00.000,USER - 07897,NULL,Automatic,Invoice - 020,Create Invoice,Main
Order - 0051,,,,,0,,,,,,Create Invoice,2023-06-13 22:03:00.000,USER - 07897,NULL,Automatic,Invoice - 021,Create Invoice,Main
Order - 0052,,,,,0,,,,,,Create Invoice,2023-06-13 22:03:00.000,USER - 07897,NULL,Automatic,Invoice - 022,Create Invoice,Main
Order - 0032,,,,,0,,,,,,Create Invoice,2023-06-02 22:04:00.000,USER - 07897,NULL,Automatic,Invoice - 011,Create Invoice,Main
Order - 0033,,,,,0,,,,,,Create Invoice,2023-06-05 22:06:00.000,USER - 07897,NULL,Automatic,Invoice - 012,Create Invoice,Main
Order - 0018,,,,,0,,,,,,Create Invoice,2023-06-06 22:00:00.000,USER - 07897,NULL,Automatic,Invoice - 013,Create Invoice,Main
Order - 0035,,,,,0,,,,,,Create Invoice,2023-06-06 22:05:00.000,USER - 07897,NULL,Automatic,Invoice - 014,Create Invoice,Main
Order - 0039,,,,,0,,,,,,Create Invoice,2023-06-07 22:04:00.000,USER - 07897,NULL,Automatic,Invoice - 015,Create Invoice,Main
Order - 0040,,,,,0,,,,,,Create Invoice,2023-06-07 22:04:00.000,USER - 07897,NULL,Automatic,Invoice - 016,Create Invoice,Main
Order - 0504,,,,,0,,,,,,Sales order is changed,2023-12-18 18:36:00.000,USER - 02130,Department 2222,Manual,Order - 0504,Sales order,Change
Order - 0945,,,,,0,,,,,,Sales order is changed,2024-03-29 09:11:00.000,USER - 10897,Department 2178,Manual,Order - 0945,Sales order,Change
Order - 1367,,,,,0,,,,,,Sales order is changed,2024-07-18 10:04:00.000,USER - 10897,Department 2178,Manual,Order - 1367,Sales order,Change
Order - 1798,,,,,0,,,,,,Sales order is changed,2024-10-25 10:07:00.000,USER - 09841,NULL,NULL,Order - 1798,Sales order,Change
Order - 0850,,,,,0,,,,,,Delivery is changed,2024-04-11 13:41:00.000,USER - 07760,Department 713,Manual,Delivery - 0393,Delivery,Change
Order - 0015,,,,,0,,,,,,Delivery is changed,2023-07-21 11:21:00.000,USER - 05695,Department 752,Manual,Delivery - 0069,Delivery,Change
Order - 0015,,,,,0,,,,,,Delivery is changed,2023-09-01 15:05:00.000,USER - 10709,Department 752,Manual,Delivery - 0125,Delivery,Change
Order - 1240,,,,,0,,,,,,Delivery is changed,2024-06-11 15:02:00.000,USER - 03676,Department 751,Manual,Delivery - 0452,Delivery,Change
Order - 0135,,,,,0,,,,,,Delivery is changed,2023-09-01 09:34:00.000,USER - 03676,Department 751,Manual,Delivery - 0126,Delivery,Change
Order - 0016,,,,,0,,,,,,Freight order is changed,2023-08-03 08:37:00.000,USER - 05724,Department 748,Manual,FREIGHT - 00112,Freight order,Change
Order - 0112,,,,,0,,,,,,Freight order is changed,2023-07-28 12:53:00.000,USER - 03676,Department 751,Manual,FREIGHT - 00104,Freight order,Change
Order - 0015,,,,,0,,,,,,Freight order is changed,2023-09-01 08:22:00.000,USER - 03676,Department 751,Manual,FREIGHT - 00155,Freight order,Change
Order - 0002,,,,,0,,,,,,Freight order is changed,2023-05-15 11:04:00.000,USER - 03676,Department 751,Manual,FREIGHT - 00003,Freight order,Change
Order - 0308,,,,,0,,,,,,Invoice is changed,2024-02-01 14:06:00.000,USER - 04201,Department 1601,Manual,Invoice - 312,Invoice,Change
Order - 1433,,,,,0,,,,,,Invoice is changed,2024-08-20 15:16:00.000,USER - 08479,NULL,NULL,Invoice - 543,Invoice,Change
Order - 1192,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-05-24 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1192,Sales order,Main
Order - 1193,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-05-24 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1193,Sales order,Main
Order - 1194,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-05-24 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1194,Sales order,Main
Order - 1664,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-09-26 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1664,Sales order,Main
Order - 1665,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-09-26 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1665,Sales order,Main
Order - 1039,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-04-17 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1039,Sales order,Main
Order - 0379,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-11-23 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0379,Sales order,Main
Order - 1663,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-09-25 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1663,Sales order,Main
Order - 1597,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-09-04 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1597,Sales order,Main
Order - 0850,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-03-14 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0850,Sales order,Main
Order - 0687,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-02-08 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0687,Sales order,Main
Order - 1169,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-05-21 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1169,Sales order,Main
Order - 1189,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-05-22 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1189,Sales order,Main
Order - 1662,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-09-25 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1662,Sales order,Main
Order - 1669,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-09-26 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1669,Sales order,Main
Order - 0993,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-04-10 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0993,Sales order,Main
Order - 1017,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-04-12 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1017,Sales order,Main
Order - 1062,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-04-24 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1062,Sales order,Main
Order - 1066,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-04-25 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1066,Sales order,Main
Order - 0591,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-01-10 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0591,Sales order,Main
Order - 0603,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-01-18 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0603,Sales order,Main
Order - 1097,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-05-08 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1097,Sales order,Main
Order - 0768,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-02-21 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0768,Sales order,Main
Order - 1240,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-06-07 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1240,Sales order,Main
Order - 1275,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-06-19 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1275,Sales order,Main
Order - 0318,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-11-09 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0318,Sales order,Main
Order - 0792,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-02-27 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0792,Sales order,Main
Order - 0795,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-02-27 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0795,Sales order,Main
Order - 1308,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-06-25 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1308,Sales order,Main
Order - 1312,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-06-27 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1312,Sales order,Main
Order - 0841,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-03-07 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0841,Sales order,Main
Order - 0854,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-03-15 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0854,Sales order,Main
Order - 0337,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-11-16 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0337,Sales order,Main
Order - 0911,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-03-21 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0911,Sales order,Main
Order - 0942,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-03-28 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0942,Sales order,Main
Order - 0787,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-02-22 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0787,Sales order,Main
Order - 0296,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-10-24 23:59:59.000,USER - 00934,Department 486,Manual,Order - 0296,Sales order,Main
Order - 1401,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-17 23:59:59.000,USER - 00934,Department 486,Manual,Order - 1401,Sales order,Main
Order - 1624,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-09-16 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1624,Sales order,Main
Order - 0208,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-08 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0208,Sales order,Main
Order - 0209,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-08 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0209,Sales order,Main
Order - 0211,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-11 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0211,Sales order,Main
Order - 0212,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-11 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0212,Sales order,Main
Order - 0213,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-11 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0213,Sales order,Main
Order - 0214,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-12 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0214,Sales order,Main
Order - 0215,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-12 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0215,Sales order,Main
Order - 0216,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-12 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0216,Sales order,Main
Order - 0217,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-12 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0217,Sales order,Main
Order - 0221,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-14 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0221,Sales order,Main
Order - 0224,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-15 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0224,Sales order,Main
Order - 0226,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-19 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0226,Sales order,Main
Order - 0232,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-20 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0232,Sales order,Main
Order - 0233,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-21 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0233,Sales order,Main
Order - 0234,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-09-21 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0234,Sales order,Main
Order - 0365,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-11-22 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0365,Sales order,Main
Order - 0887,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-03-20 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0887,Sales order,Main
Order - 0888,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-03-20 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0888,Sales order,Main
Order - 1363,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-04 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1363,Sales order,Main
Order - 1364,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-04 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1364,Sales order,Main
Order - 1365,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-05 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1365,Sales order,Main
Order - 1370,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-09 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1370,Sales order,Main
Order - 1387,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-10 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1387,Sales order,Main
Order - 1388,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-10 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1388,Sales order,Main
Order - 1392,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-12 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1392,Sales order,Main
Order - 1393,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-12 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1393,Sales order,Main
Order - 1394,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-15 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1394,Sales order,Main
Order - 1395,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-16 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1395,Sales order,Main
Order - 1396,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-16 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1396,Sales order,Main
Order - 1878,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-11-07 23:59:59.000,USER - 03676,Department 751,Manual,Order - 1878,Sales order,Main
Order - 0417,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-12-04 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0417,Sales order,Main
Order - 0418,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-12-06 23:59:59.000,USER - 03676,Department 751,Manual,Order - 0418,Sales order,Main
Order - 0090,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-07-06 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0090,Sales order,Main
Order - 0174,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-08-22 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0174,Sales order,Main
Order - 0175,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-08-22 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0175,Sales order,Main
Order - 0188,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-08-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0188,Sales order,Main
Order - 0190,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-08-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0190,Sales order,Main
Order - 0101,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-07-11 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0101,Sales order,Main
Order - 0109,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-07-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0109,Sales order,Main
Order - 0110,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-07-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0110,Sales order,Main
Order - 0582,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-01-02 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0582,Sales order,Main
Order - 0320,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-09 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0320,Sales order,Main
Order - 1131,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-05-15 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1131,Sales order,Main
Order - 1132,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-05-15 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1132,Sales order,Main
Order - 1174,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-05-21 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1174,Sales order,Main
Order - 0231,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-09-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0231,Sales order,Main
Order - 0510,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0510,Sales order,Main
Order - 1428,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-07-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1428,Sales order,Main
Order - 0091,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-07-06 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0091,Sales order,Main
Order - 0104,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-07-13 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0104,Sales order,Main
Order - 0111,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-07-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0111,Sales order,Main
Order - 0581,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-28 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0581,Sales order,Main
Order - 0610,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-01-25 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0610,Sales order,Main
Order - 0187,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-08-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0187,Sales order,Main
Order - 0189,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-08-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0189,Sales order,Main
Order - 0207,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-09-07 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0207,Sales order,Main
Order - 0735,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-02-15 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0735,Sales order,Main
Order - 0044,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-06-07 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0044,Sales order,Main
Order - 0055,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-06-18 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0055,Sales order,Main
Order - 0065,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-06-26 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0065,Sales order,Main
Order - 0073,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-06-28 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0073,Sales order,Main
Order - 0580,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-22 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0580,Sales order,Main
Order - 0127,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-07-27 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0127,Sales order,Main
Order - 0867,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-03-19 23:59:59.000,USER - 02130,Department 2222,Manual,Order - 0867,Sales order,Main
Order - 1323,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-06-28 23:59:59.000,USER - 02130,Department 2222,Manual,Order - 1323,Sales order,Main
