Order ID,Creation Date,Creation Time,Customer ID,Order Value,Currency,Order Type,User,Requested Delivery Date,Delivery Block,Billing Block,Company Code
Order - 0709,13/02/2024,21:47:45,CUST - 037,2406.22,USD,ST,USER - 02130,13/02/2024,,,Company 2
Order - 0710,13/02/2024,21:54:25,CUST - 037,1129.35,USD,ST,USER - 02130,13/02/2024,,,Company 2
Order - 0711,13/02/2024,22:12:46,CUST - 037,995.81,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0712,13/02/2024,22:19:18,CUST - 034,1081,USD,ST,USER - 02130,13/02/2024,,,Company 2
Order - 0713,13/02/2024,22:29:08,CUST - 036,782.43,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0714,13/02/2024,22:38:14,CUST - 036,135.63,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0715,13/02/2024,22:48:12,CUST - 036,3215.83,USD,ST,USER - 02130,13/02/2024,,,Company 2
Order - 0716,13/02/2024,23:00:03,CUST - 034,1012.8,USD,ST,USER - 02130,13/02/2024,,,Company 2
Order - 0717,14/02/2024,14:45:54,CUST - 038,525.73,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0718,14/02/2024,14:55:50,CUST - 037,2007.75,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0719,14/02/2024,15:07:16,CUST - 038,525.73,USD,ST,USER - 02130,15/02/2024,,,Company 2
Order - 0720,14/02/2024,15:54:06,CUST - 038,525.73,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0721,14/02/2024,16:13:20,CUST - 036,404.8,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0722,14/02/2024,16:21:47,CUST - 036,404.13,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0723,14/02/2024,16:31:22,CUST - 036,1581.94,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0724,14/02/2024,16:49:43,CUST - 034,2088.6,USD,ST,USER - 02130,15/02/2024,,,Company 2
Order - 0725,14/02/2024,16:55:51,CUST - 038,606.06,USD,ST,USER - 02130,15/02/2024,,,Company 2
Order - 0726,14/02/2024,17:05:27,CUST - 034,909.4,USD,ST,USER - 02130,15/02/2024,,,Company 2
Order - 0727,14/02/2024,17:14:58,CUST - 038,1609.41,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0728,14/02/2024,17:26:57,CUST - 038,622.86,USD,ST,USER - 02130,15/02/2024,,,Company 2
Order - 0729,14/02/2024,17:49:51,CUST - 038,566.32,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0730,14/02/2024,18:02:39,CUST - 036,1821.65,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0731,14/02/2024,18:11:12,CUST - 034,940.2,USD,ST,USER - 02130,15/02/2024,,,Company 2
Order - 0732,14/02/2024,18:28:39,CUST - 038,599.76,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0733,14/02/2024,18:35:39,CUST - 038,825.49,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0734,15/02/2024,07:35:59,CUST - 026,39001.62,EUR,ST,USER - 10897,15/02/2024,,,Company 1
Order - 0735,15/02/2024,07:39:35,CUST - 006,6061.6,PLN,ST,USER - 10897,15/02/2024,,,Company 1
Order - 0736,15/02/2024,07:41:42,CUST - 010,10910.88,EUR,ST,USER - 10897,16/02/2024,,,Company 1
Order - 0737,15/02/2024,20:49:02,CUST - 005,97.33,EUR,ST,USER - 10897,15/02/2024,,,Company 1
Order - 0738,15/02/2024,20:52:01,CUST - 026,41844.24,EUR,ST,USER - 10897,16/02/2024,,,Company 1
Order - 0739,16/02/2024,12:46:23,CUST - 011,48960,EUR,SO,USER - 03676,17/02/2024,,,Company 1
Order - 0740,16/02/2024,12:51:46,CUST - 011,41678.78,EUR,SO,USER - 03676,17/02/2024,,,Company 1
Order - 0741,19/02/2024,13:58:07,CUST - 011,18207.12,EUR,SO,USER - 03676,20/02/2024,,,Company 1
Order - 0742,19/02/2024,15:44:35,CUST - 020,-388986,EUR,ST,USER - 08479,19/02/2024,,,Company 1
Order - 0743,19/02/2024,16:29:43,CUST - 020,311493,EUR,ST,USER - 08479,20/02/2024,,,Company 1
Order - 0744,19/02/2024,17:45:36,CUST - 020,77493,EUR,ST,USER - 08479,20/02/2024,,,Company 1
Order - 0745,20/02/2024,12:05:07,CUST - 010,39000,EUR,ST,USER - 10897,20/02/2024,,,Company 1
Order - 0746,20/02/2024,12:59:36,CUST - 011,14281.14,EUR,SO,USER - 10897,21/02/2024,,,Company 1
Order - 0747,20/02/2024,12:49:42,CUST - 010,473000,EUR,ST,USER - 03676,20/02/2024,,,Company 1
Order - 0748,20/02/2024,13:04:53,CUST - 011,24684.92,EUR,SO,USER - 03676,21/02/2024,,,Company 1
Order - 0749,20/02/2024,14:49:24,CUST - 011,3317.76,EUR,SO,USER - 03676,21/02/2024,,,Company 1
Order - 0750,20/02/2024,15:08:54,CUST - 052,38849.13,EUR,ST,USER - 10897,21/02/2024,,,Company 1
Order - 0751,20/02/2024,18:24:52,CUST - 036,7988.89,USD,ST,USER - 02130,20/02/2024,,,Company 2
Order - 0752,20/02/2024,18:36:52,CUST - 034,312.54,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0753,20/02/2024,18:45:15,CUST - 037,592.67,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0754,20/02/2024,18:55:08,CUST - 035,19841.78,USD,ST,USER - 02130,20/02/2024,,,Company 2
Order - 0755,20/02/2024,19:31:41,CUST - 038,622.86,USD,ST,USER - 02130,20/02/2024,,,Company 2
Order - 0756,20/02/2024,21:03:38,CUST - 036,1558.91,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0757,20/02/2024,21:13:38,CUST - 036,1995.49,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0758,20/02/2024,21:21:26,CUST - 034,193.3,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0759,20/02/2024,21:29:23,CUST - 036,1696.11,USD,ST,USER - 02130,20/02/2024,,,Company 2
Order - 0760,20/02/2024,21:46:56,CUST - 036,1775.83,USD,ST,USER - 02130,20/02/2024,,,Company 2
Order - 0761,20/02/2024,22:45:35,CUST - 036,502.44,USD,ST,USER - 02130,20/02/2024,,,Company 2
Order - 0762,20/02/2024,22:50:30,CUST - 038,372.91,USD,ST,USER - 02130,20/02/2024,,,Company 2
Order - 0763,20/02/2024,22:56:03,CUST - 034,614.6,USD,ST,USER - 02130,20/02/2024,,,Company 2
Order - 0764,20/02/2024,23:01:09,CUST - 038,622.86,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0765,20/02/2024,23:14:47,CUST - 036,317.12,USD,ST,USER - 02130,20/02/2024,,,Company 2
Order - 0766,21/02/2024,10:13:07,CUST - 052,-38849.13,EUR,ST,USER - 10897,21/02/2024,,,Company 1
Order - 0767,21/02/2024,11:54:37,CUST - 011,23777.96,EUR,SO,USER - 03676,22/02/2024,,,Company 1
Order - 0768,21/02/2024,12:13:15,CUST - 005,46796.2,EUR,SO,USER - 00934,28/03/2024,,X,Company 1
Order - 0770,21/02/2024,13:31:31,CUST - 010,98000,EUR,FA,USER - 04201,21/02/2024,,,Company 1
Order - 0771,21/02/2024,13:40:59,CUST - 052,38849.13,EUR,ST,USER - 10897,21/02/2024,,,Company 1
Order - 0772,21/02/2024,14:25:02,CUST - 053,975,USD,ST,USER - 02130,22/02/2024,,,Company 2
Order - 0773,21/02/2024,14:32:53,CUST - 036,410.03,USD,ST,USER - 02130,22/02/2024,,,Company 2
Order - 0774,21/02/2024,14:38:18,CUST - 038,1369.51,USD,ST,USER - 02130,22/02/2024,,,Company 2
Order - 0775,21/02/2024,14:49:11,CUST - 034,92.65,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0776,21/02/2024,14:55:15,CUST - 038,598.33,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0777,21/02/2024,15:01:52,CUST - 038,698.99,USD,ST,USER - 02130,22/02/2024,,,Company 2
Order - 0778,21/02/2024,15:29:29,CUST - 010,35350,EUR,ST,USER - 10897,21/02/2024,,,Company 1
Order - 0779,21/02/2024,16:11:29,CUST - 036,600.51,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0780,21/02/2024,16:17:20,CUST - 036,737.16,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0781,21/02/2024,16:22:45,CUST - 034,1204.2,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0782,21/02/2024,16:30:07,CUST - 038,1679.87,USD,ST,USER - 02130,21/02/2024,,,Company 2
Order - 0783,21/02/2024,16:35:57,CUST - 038,1687.24,USD,ST,USER - 02130,22/02/2024,,,Company 2
Order - 0784,21/02/2024,18:17:18,CUST - 037,312.54,USD,ST,USER - 02130,22/02/2024,,,Company 2
Order - 0785,22/02/2024,11:50:02,CUST - 011,48960,EUR,SO,USER - 03676,23/02/2024,,,Company 1
Order - 0786,22/02/2024,11:53:18,CUST - 011,39445.08,EUR,SO,USER - 03676,23/02/2024,,,Company 1
Order - 0787,22/02/2024,13:04:37,CUST - 054,131.84,EUR,SO,USER - 00934,23/02/2024,,,Company 1
Order - 0788,22/02/2024,15:34:41,CUST - 006,4157.45,PLN,ST,USER - 10897,22/02/2024,,,Company 1
Order - 0789,26/02/2024,14:57:21,CUST - 011,12115.92,EUR,SO,USER - 03676,27/02/2024,,,Company 1
Order - 0790,27/02/2024,09:49:16,CUST - 011,13645.96,EUR,SO,USER - 03676,28/02/2024,,,Company 1
Order - 0791,27/02/2024,09:59:20,CUST - 011,11046.58,EUR,SO,USER - 03676,28/02/2024,,,Company 1
Order - 0792,27/02/2024,10:25:50,CUST - 005,4457.52,EUR,SO,USER - 00934,28/02/2024,,,Company 1
Order - 0793,27/02/2024,12:32:20,CUST - 011,48960,EUR,SO,USER - 03676,28/02/2024,,,Company 1
Order - 0794,27/02/2024,12:34:12,CUST - 011,26354.18,EUR,SO,USER - 03676,28/02/2024,,,Company 1
Order - 0795,27/02/2024,14:25:45,CUST - 005,144.7,EUR,SO,USER - 00934,01/03/2024,,,Company 1
Order - 0796,27/02/2024,19:12:52,CUST - 035,19724.7,USD,ST,USER - 02130,27/02/2024,,,Company 2
Order - 0797,27/02/2024,19:32:28,CUST - 034,765.85,USD,ST,USER - 02130,27/02/2024,,,Company 2
Order - 0798,27/02/2024,19:46:09,CUST - 036,1116.7,USD,ST,USER - 02130,28/02/2024,,,Company 2
Order - 0799,27/02/2024,22:26:14,CUST - 034,308.25,USD,ST,USER - 02130,27/02/2024,,,Company 2
Order - 0800,28/02/2024,14:45:28,CUST - 036,3266.15,USD,ST,USER - 02130,28/02/2024,,,Company 2
Order - 0801,28/02/2024,14:50:54,CUST - 034,319.8,USD,ST,USER - 02130,28/02/2024,,,Company 2
Order - 0802,28/02/2024,14:56:17,CUST - 034,765.85,USD,ST,USER - 02130,28/02/2024,,,Company 2
Order - 0803,28/02/2024,16:40:40,CUST - 036,2375.13,USD,ST,USER - 02130,29/02/2024,,,Company 2
Order - 0804,28/02/2024,16:50:01,CUST - 036,129.93,USD,ST,USER - 02130,28/02/2024,,,Company 2
Order - 0805,28/02/2024,16:55:57,CUST - 036,4765.91,USD,ST,USER - 02130,28/02/2024,,,Company 2
Order - 0806,28/02/2024,17:02:47,CUST - 034,620.65,USD,ST,USER - 02130,29/02/2024,,,Company 2
Order - 0807,28/02/2024,17:13:33,CUST - 036,6491.56,USD,ST,USER - 02130,29/02/2024,,,Company 2
Order - 0808,29/02/2024,12:15:39,CUST - 010,208000,EUR,ST,USER - 10897,21/02/2024,,,Company 1
Order - 0809,29/02/2024,13:57:40,CUST - 011,23956.1,EUR,SO,USER - 03676,01/03/2024,,,Company 1
Order - 0810,29/02/2024,14:43:26,CUST - 053,3022,USD,ST,USER - 02130,29/02/2024,,,Company 2
Order - 0811,29/02/2024,15:06:25,CUST - 029,4700.15,EUR,ST,USER - 10897,01/03/2024,,,Company 1
Order - 0812,29/02/2024,17:23:39,CUST - 006,6104.4,PLN,ST,USER - 10897,01/03/2024,,,Company 1
Order - 0813,29/02/2024,19:49:00,CUST - 036,4879.56,USD,ST,USER - 02130,29/02/2024,,,Company 2
Order - 0814,01/03/2024,08:08:46,CUST - 026,40433.57,EUR,ST,USER - 10897,29/02/2024,,,Company 1
Order - 0815,01/03/2024,09:42:31,CUST - 026,34594.97,EUR,ST,USER - 10897,01/03/2024,,,Company 1
Order - 0816,01/03/2024,09:56:49,CUST - 026,39183.61,EUR,ST,USER - 10897,01/03/2024,,,Company 1
Order - 0817,01/03/2024,10:22:32,CUST - 009,500,PLN,ST,USER - 10897,01/03/2024,,,Company 1
Order - 0818,01/03/2024,12:02:06,CUST - 011,26253.48,EUR,SO,USER - 03676,02/03/2024,,,Company 1
Order - 0819,01/03/2024,12:04:17,CUST - 011,14625.62,EUR,SO,USER - 03676,02/03/2024,,,Company 1
Order - 0820,04/03/2024,11:48:27,CUST - 011,48960,EUR,SO,USER - 03676,05/03/2024,,,Company 1
Order - 0821,04/03/2024,11:57:49,CUST - 011,18366.48,EUR,SO,USER - 03676,05/03/2024,,,Company 1
Order - 0822,05/03/2024,08:04:41,CUST - 011,18010.08,EUR,SO,USER - 03676,06/03/2024,,,Company 1
Order - 0823,05/03/2024,08:11:34,CUST - 011,17075.68,EUR,SO,USER - 03676,06/03/2024,,,Company 1
Order - 0824,05/03/2024,20:30:59,CUST - 006,8097.7,PLN,ST,USER - 10897,06/03/2024,,,Company 1
Order - 0825,05/03/2024,20:41:40,CUST - 026,41809.34,EUR,ST,USER - 10897,05/03/2024,,,Company 1
Order - 0826,06/03/2024,16:52:07,CUST - 036,381.17,USD,ST,USER - 02130,06/03/2024,,,Company 2
Order - 0827,06/03/2024,16:59:54,CUST - 038,1735.61,USD,ST,USER - 02130,06/03/2024,,,Company 2
Order - 0828,06/03/2024,17:11:57,CUST - 051,556.7,USD,ST,USER - 02130,07/03/2024,,,Company 2
Order - 0829,06/03/2024,17:20:47,CUST - 036,210.97,USD,ST,USER - 02130,06/03/2024,,,Company 2
Order - 0830,06/03/2024,17:29:48,CUST - 036,3955.87,USD,ST,USER - 02130,07/03/2024,,,Company 2
Order - 0831,06/03/2024,17:44:25,CUST - 038,1922.86,USD,ST,USER - 02130,07/03/2024,,,Company 2
Order - 0832,06/03/2024,18:00:12,CUST - 034,518.9,USD,ST,USER - 02130,07/03/2024,,,Company 2
Order - 0833,06/03/2024,21:47:28,CUST - 051,2105.35,USD,ST,USER - 02130,06/03/2024,,,Company 2
Order - 0834,06/03/2024,21:58:46,CUST - 036,3321.8,USD,ST,USER - 02130,07/03/2024,,,Company 2
Order - 0835,06/03/2024,22:04:53,CUST - 034,1158.55,USD,ST,USER - 02130,07/03/2024,,,Company 2
Order - 0836,06/03/2024,22:16:07,CUST - 034,1158.55,USD,ST,USER - 02130,07/03/2024,,,Company 2
Order - 0837,06/03/2024,22:23:04,CUST - 036,0.00E+00,USD,ST,USER - 02130,06/03/2024,,,Company 2
Order - 0838,07/03/2024,08:16:47,CUST - 011,26253.48,EUR,SO,USER - 03676,07/03/2024,,,Company 1
Order - 0839,07/03/2024,08:20:14,CUST - 011,48960,EUR,SO,USER - 03676,07/03/2024,,,Company 1
Order - 0840,07/03/2024,13:45:13,CUST - 008,1971.66,PLN,ST,USER - 10897,07/03/2024,,,Company 1
Order - 0841,07/03/2024,14:40:27,CUST - 005,27953.1,EUR,SO,USER - 00934,23/03/2024,,,Company 1
Order - 0842,08/03/2024,08:10:20,CUST - 010,2353.44,EUR,ST,USER - 10897,11/03/2024,,,Company 1
Order - 0843,08/03/2024,08:21:52,CUST - 011,15038.9,EUR,SO,USER - 03676,08/03/2024,,,Company 1
Order - 0844,11/03/2024,08:19:23,CUST - 011,18366.48,EUR,SO,USER - 03676,12/03/2024,,,Company 1
Order - 0845,12/03/2024,14:09:08,CUST - 011,11046.58,EUR,SO,USER - 05664,13/03/2024,,,Company 1
Order - 0846,12/03/2024,14:15:37,CUST - 011,18010.08,EUR,SO,USER - 05664,13/03/2024,,,Company 1
Order - 0847,13/03/2024,15:25:14,CUST - 015,10483.75,EUR,ST,USER - 10897,14/03/2024,,,Company 1
Order - 0848,14/03/2024,13:42:14,CUST - 011,1321.92,EUR,SO,USER - 03676,15/03/2024,,,Company 1
Order - 0849,14/03/2024,13:46:45,CUST - 011,235.68,EUR,SO,USER - 03676,14/03/2024,,,Company 1
Order - 0850,14/03/2024,14:02:11,CUST - 001,248.88,EUR,SO,USER - 00934,08/05/2024,,,Company 1
Order - 0851,14/03/2024,14:57:55,CUST - 011,48960,EUR,SO,USER - 03676,14/03/2024,,,Company 1
Order - 0852,14/03/2024,15:24:51,CUST - 011,37574.82,EUR,SO,USER - 03676,14/03/2024,,,Company 1
Order - 0853,14/03/2024,15:32:03,CUST - 011,26253.48,EUR,SO,USER - 03676,15/03/2024,,,Company 1
Order - 0854,15/03/2024,11:00:55,CUST - 005,8460,EUR,SO,USER - 00934,16/03/2024,,,Company 1
Order - 0855,15/03/2024,12:56:47,CUST - 001,58000,EUR,ST,USER - 08479,09/04/2024,,X,Company 1
Order - 0856,15/03/2024,13:39:25,CUST - 001,180000,EUR,ST,USER - 08479,15/03/2024,,,Company 1
Order - 0857,15/03/2024,13:57:17,CUST - 001,140000,EUR,ST,USER - 08479,15/03/2024,,,Company 1
Order - 0858,15/03/2024,19:44:08,CUST - 006,7426.65,PLN,ST,USER - 10897,15/03/2024,,,Company 1
Order - 0859,15/03/2024,19:47:39,CUST - 026,40162.07,EUR,ST,USER - 10897,15/03/2024,,,Company 1
Order - 0860,15/03/2024,20:11:14,CUST - 026,43400.45,EUR,ST,USER - 10897,15/03/2024,,,Company 1
Order - 0861,18/03/2024,14:53:50,CUST - 011,19673.32,EUR,SO,USER - 03676,18/03/2024,,,Company 1
Order - 0862,18/03/2024,15:14:15,CUST - 011,26253.48,EUR,SO,USER - 03676,19/03/2024,,,Company 1
Order - 0863,18/03/2024,15:21:10,CUST - 011,31465.4,EUR,SO,USER - 03676,19/03/2024,,,Company 1
Order - 0864,19/03/2024,09:23:07,CUST - 011,18226.08,EUR,SO,USER - 03676,20/03/2024,,,Company 1
Order - 0865,19/03/2024,18:55:39,CUST - 035,6301.5,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0866,19/03/2024,19:05:18,CUST - 034,765.85,USD,ST,USER - 02130,19/03/2024,,,Company 2
Order - 0867,19/03/2024,19:12:48,CUST - 036,3907.71,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0868,19/03/2024,19:23:18,CUST - 037,4927.73,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0869,19/03/2024,19:30:21,CUST - 037,853.36,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0870,19/03/2024,19:44:29,CUST - 037,7615.65,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0871,19/03/2024,21:06:10,CUST - 037,17596.44,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0872,19/03/2024,21:22:50,CUST - 036,502.65,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0873,19/03/2024,21:29:40,CUST - 038,622.89,USD,ST,USER - 02130,19/03/2024,,,Company 2
Order - 0874,19/03/2024,21:36:06,CUST - 034,2383.4,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0875,19/03/2024,21:45:19,CUST - 036,429.46,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0876,19/03/2024,21:50:29,CUST - 034,319.8,USD,ST,USER - 02130,19/03/2024,,,Company 2
Order - 0877,19/03/2024,21:55:58,CUST - 034,642.65,USD,ST,USER - 02130,19/03/2024,,,Company 2
Order - 0878,19/03/2024,22:06:18,CUST - 034,2088.6,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0879,19/03/2024,22:14:37,CUST - 036,8498.14,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0880,19/03/2024,22:23:42,CUST - 034,319.8,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0881,19/03/2024,22:29:50,CUST - 034,1081,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0882,19/03/2024,22:35:56,CUST - 034,729,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0883,19/03/2024,22:46:48,CUST - 038,87.96,USD,ST,USER - 02130,19/03/2024,,,Company 2
Order - 0884,19/03/2024,22:52:14,CUST - 038,361.31,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0885,19/03/2024,22:58:08,CUST - 036,714.12,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0886,19/03/2024,23:05:01,CUST - 036,4672.3,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0887,20/03/2024,10:02:34,CUST - 011,42166.4,EUR,SO,USER - 03676,20/03/2024,,,Company 1
Order - 0888,20/03/2024,10:56:30,CUST - 011,33314.28,EUR,SO,USER - 03676,20/03/2024,,,Company 1
Order - 0889,20/03/2024,13:18:34,CUST - 055,500,EUR,ST,USER - 08479,20/03/2024,,,Company 1
Order - 0890,20/03/2024,16:39:03,CUST - 036,25,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0891,20/03/2024,17:11:59,CUST - 036,1065.57,USD,ST,USER - 02130,21/03/2024,,,Company 2
Order - 0892,20/03/2024,17:18:55,CUST - 038,2998.43,USD,ST,USER - 02130,21/03/2024,,,Company 2
Order - 0893,20/03/2024,17:32:23,CUST - 034,271.95,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0894,20/03/2024,17:50:39,CUST - 034,327.5,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0895,20/03/2024,17:57:01,CUST - 034,632.2,USD,ST,USER - 02130,21/03/2024,,,Company 2
Order - 0896,20/03/2024,18:07:09,CUST - 036,1036.6,USD,ST,USER - 02130,21/03/2024,,,Company 2
Order - 0897,20/03/2024,18:14:43,CUST - 051,97.59,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0898,20/03/2024,18:29:12,CUST - 034,337.4,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0899,20/03/2024,18:49:52,CUST - 034,337.4,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0900,20/03/2024,19:05:18,CUST - 034,319.8,USD,ST,USER - 02130,21/03/2024,,,Company 2
Order - 0901,20/03/2024,19:11:19,CUST - 034,271.95,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0902,20/03/2024,19:19:58,CUST - 036,3830.26,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0903,20/03/2024,19:27:59,CUST - 036,2781.49,USD,ST,USER - 02130,20/03/2024,,,Company 2
Order - 0904,20/03/2024,19:35:18,CUST - 034,319.8,USD,ST,USER - 02130,21/03/2024,,,Company 2
Order - 0905,20/03/2024,19:42:02,CUST - 038,2160.85,USD,ST,USER - 02130,21/03/2024,,,Company 2
Order - 0906,20/03/2024,20:10:06,CUST - 051,97.59,USD,ST,USER - 02130,25/03/2024,,,Company 2
Order - 0907,21/03/2024,08:43:31,CUST - 006,5409.75,PLN,ST,USER - 10897,21/03/2024,,,Company 1
Order - 0908,21/03/2024,08:53:26,CUST - 026,40876.78,EUR,ST,USER - 10897,21/03/2024,,,Company 1
Order - 0909,21/03/2024,09:07:18,CUST - 006,8315.95,PLN,ST,USER - 10897,21/03/2024,,,Company 1
Order - 0910,21/03/2024,09:58:27,CUST - 026,42429.41,EUR,ST,USER - 10897,21/03/2024,,,Company 1
Order - 0911,21/03/2024,10:20:43,CUST - 005,954.8,EUR,SO,USER - 00934,28/03/2024,,,Company 1
Order - 0912,21/03/2024,16:47:17,CUST - 011,13897.08,EUR,SO,USER - 03676,22/03/2024,,,Company 1
Order - 0913,22/03/2024,14:23:37,CUST - 011,16164.44,EUR,SO,USER - 03676,22/03/2024,,,Company 1
Order - 0914,22/03/2024,14:26:40,CUST - 011,26253.48,EUR,SO,USER - 03676,22/03/2024,,,Company 1
Order - 0915,25/03/2024,13:23:18,CUST - 011,30361.12,EUR,SO,USER - 05664,25/03/2024,,,Company 1
Order - 0916,25/03/2024,13:34:37,CUST - 011,14853.36,EUR,SO,USER - 05664,25/03/2024,,,Company 1
Order - 0917,25/03/2024,13:38:48,CUST - 011,27073.32,EUR,SO,USER - 05664,25/03/2024,,,Company 1
Order - 0918,26/03/2024,13:50:22,CUST - 036,5603.32,USD,ST,USER - 02130,27/03/2024,,,Company 2
Order - 0919,26/03/2024,14:04:51,CUST - 038,581.31,USD,ST,USER - 02130,27/03/2024,,,Company 2
Order - 0920,26/03/2024,16:09:30,CUST - 034,503.5,USD,ST,USER - 02130,26/03/2024,,,Company 2
Order - 0921,26/03/2024,16:18:13,CUST - 036,2274.72,USD,ST,USER - 02130,26/03/2024,,,Company 2
Order - 0922,26/03/2024,16:29:03,CUST - 036,974.17,USD,ST,USER - 02130,27/03/2024,,,Company 2
Order - 0923,26/03/2024,16:43:10,CUST - 034,92.65,USD,ST,USER - 02130,26/03/2024,,,Company 2
Order - 0924,26/03/2024,16:47:49,CUST - 034,319.8,USD,ST,USER - 02130,26/03/2024,,,Company 2
Order - 0925,26/03/2024,16:55:36,CUST - 036,84.05,USD,ST,USER - 02130,03/04/2024,,,Company 2
Order - 0926,26/03/2024,17:12:14,CUST - 034,869.8,USD,ST,USER - 02130,26/03/2024,,,Company 2
Order - 0927,26/03/2024,17:36:36,CUST - 038,86.86,USD,ST,USER - 02130,27/03/2024,,,Company 2
Order - 0928,26/03/2024,17:42:08,CUST - 034,92.65,USD,ST,USER - 02130,26/03/2024,,,Company 2
Order - 0929,26/03/2024,17:50:13,CUST - 036,735.28,USD,ST,USER - 02130,27/03/2024,,,Company 2
Order - 0930,26/03/2024,17:57:24,CUST - 036,1556.66,USD,ST,USER - 02130,26/03/2024,,,Company 2
Order - 0931,26/03/2024,18:04:29,CUST - 036,262.26,USD,ST,USER - 02130,27/03/2024,,,Company 2
Order - 0932,26/03/2024,18:10:12,CUST - 034,319.8,USD,ST,USER - 02130,27/03/2024,,,Company 2
Order - 0933,26/03/2024,18:16:46,CUST - 036,4192.72,USD,ST,USER - 02130,26/03/2024,,,Company 2
Order - 0934,27/03/2024,14:49:08,CUST - 011,48960,EUR,SO,USER - 03676,27/03/2024,,,Company 1
Order - 0935,27/03/2024,14:55:21,CUST - 011,17091.6,EUR,SO,USER - 03676,27/03/2024,,,Company 1
Order - 0936,27/03/2024,14:58:12,CUST - 011,3317.76,EUR,SO,USER - 03676,27/03/2024,,,Company 1
Order - 0937,27/03/2024,15:03:48,CUST - 011,22894.2,EUR,SO,USER - 03676,27/03/2024,,,Company 1
Order - 0938,27/03/2024,15:08:56,CUST - 011,24985.6,EUR,SO,USER - 03676,27/03/2024,,,Company 1
Order - 0939,28/03/2024,13:31:17,CUST - 010,19700,EUR,ST,USER - 08479,28/03/2024,,X,Company 1
Order - 0940,28/03/2024,13:59:40,CUST - 010,19700,EUR,ST,USER - 08479,28/03/2024,,,Company 1
Order - 0941,28/03/2024,15:17:31,CUST - 001,60000,EUR,ST,USER - 08479,28/03/2024,,,Company 1
Order - 0942,28/03/2024,15:31:01,CUST - 056,6179.58,EUR,SO,USER - 00934,09/04/2024,,,Company 1
Order - 0943,29/03/2024,08:35:03,CUST - 026,41167.42,EUR,ST,USER - 10897,29/03/2024,,,Company 1
Order - 0944,29/03/2024,08:42:39,CUST - 006,4683.25,PLN,ST,USER - 10897,29/03/2024,,,Company 1
Order - 0945,29/03/2024,09:09:37,CUST - 009,500,PLN,ST,USER - 10897,29/03/2024,,,Company 1
